manga_id,title,score,scored_by,status,start_date,members,favorites,created_at_before,updated_at,genres,authors,serializations,synopsis,background,main_picture,url,title_english
11,Monster,9.1,74824,finished,12/5/1994,192584,16817,2007-07-17 20:14:45+00:00,2022-04-18 03:26:58+00:00,"['Award Winning', 'Drama', 'Mystery']","[{'id': 1867, 'first_name': 'Naoki', 'last_name': 'Urasawa', 'role': 'Story & Art'}]",['Big Comic Original'],"Kenzou Tenma, a renowned Japanese neurosurgeon working in post-war Germany, faces a difficult choice: to operate on Johan Liebert, an orphan boy on the verge of death, or on the mayor of Düsseldorf. In the end, Tenma decides to gamble his reputation by saving Johan, effectively leaving the mayor for dead.

As a consequence of his actions, hospital director Heinemann strips Tenma of his position, and Heinemann's daughter Eva breaks off their engagement. Disgraced and shunned by his colleagues, Tenma loses all hope of a successful career—that is, until the mysterious killing of Heinemann gives him another chance.

Nine years later, Tenma is the head of the surgical department and close to becoming the director himself. Although all seems well for him at first, he soon becomes entangled in a chain of gruesome murders that have taken place throughout Germany. The culprit is a monster—the same one that Tenma saved on that fateful day nine years ago.

[Written by MAL Rewrite]","Monster won the Grand Prize at the 3rd annual Tezuka Osamu Cultural Prize in 1999, as well as the 46th Shogakukan Manga Award in the General category in 2000. The series was published in English by VIZ Media under the VIZ Signature imprint from February 21, 2006 to December 16, 2008, and again in 2-in-1 omnibuses (subtitled The Perfect Edition) from July 15, 2014 to July 19, 2016. The manga was also published in Brazilian Portuguese by Panini Comics/Planet Manga from June 2012 to April 2015, in Polish by Hanami from March 2014 to February 2017, in Spain by Planeta Cómic from June 16, 2009 to September 21, 2010, and in Argentina by LARP Editores.",https://cdn.myanimelist.net/images/manga/3/258224l.jpg,https://myanimelist.net/manga/1/Monster,Monster
12,One Punch-Man,8.74,195826,currently_publishing,6/14/2012,403311,33224,2012-10-22 09:02:38+00:00,2022-04-18 04:45:56+00:00,"['Action', 'Comedy']","[{'id': 1903, 'first_name': 'Yusuke', 'last_name': 'Murata', 'role': 'Art'}, {'id': 16993, 'first_name': '', 'last_name': 'ONE', 'role': 'Story'}]",['Tonari no Young Jump'],"After rigorously training for three years, the ordinary Saitama has gained immense strength which allows him to take out anyone and anything with just one punch. He decides to put his new skill to good use by becoming a hero. However, he quickly becomes bored with easily defeating monsters, and wants someone to give him a challenge to bring back the spark of being a hero.

Upon bearing witness to Saitama's amazing power, Genos, a cyborg, is determined to become Saitama's apprentice. During this time, Saitama realizes he is neither getting the recognition that he deserves nor known by the people due to him not being a part of the Hero Association. Wanting to boost his reputation, Saitama decides to have Genos register with him, in exchange for taking him in as a pupil. Together, the two begin working their way up toward becoming true heroes, hoping to find strong enemies and earn respect in the process.

[Written by MAL Rewrite]","One Punch-Man is the manga remake of the original web comic by ONE. In 2014, the series was nominated for the 7th annual Manga Taishou Award and was ranked 7th place. The manga is published in English by VIZ Media under the Shonen Jump imprint; digitally since February 18, 2014, and physically since September 1, 2015. The English version was nominated for the 2015 Eisner Award for Best U.S. Edition of International Material—Asia. It is also published in Polish by J.P. Fantastica since December 5, 2015, in Spanish by Ivrea España since December 31, 2015, in Portuguese (Brazil) by Panini Comics since March 19, 2016, and has been published in Italian by Panini Comics under the Planet Manga imprint since April 7, 2016.",https://cdn.myanimelist.net/images/manga/3/80661l.jpg,https://myanimelist.net/manga/44347/One_Punch-Man,One-Punch Man
13,Solo Leveling,8.72,209738,finished,3/4/2018,368469,35850,2019-08-31 15:37:46+00:00,2022-07-14 16:03:55+00:00,"['Action', 'Adventure', 'Fantasy']","[{'id': 49667, 'first_name': '', 'last_name': 'Chugong', 'role': 'Story'}, {'id': 49668, 'first_name': 'Sung-rak', 'last_name': 'Jang', 'role': 'Art'}]",['Kakao'],"Ten years ago, ""the Gate"" appeared and connected the real world with the realm of magic and monsters. To combat these vile beasts, ordinary people received superhuman powers and became known as ""Hunters."" Twenty-year-old Sung Jin-Woo is one such Hunter, but he is known as the ""World's Weakest,"" owing to his pathetic power compared to even a measly E-Rank. Still, he hunts monsters tirelessly in low-rank Gates to pay for his mother's medical bills. 

However, this miserable lifestyle changes when Jin-Woo—believing himself to be the only one left to die in a mission gone terribly wrong—awakens in a hospital three days later to find a mysterious screen floating in front of him. This ""Quest Log"" demands that Jin-Woo completes an unrealistic and intense training program, or face an appropriate penalty. Initially reluctant to comply because of the quest's rigor, Jin-Woo soon finds that it may just transform him into one of the world's most fearsome Hunters. 

[Written by MAL Rewrite]","Solo Leveling is an adaptation of Chugong's web novel series of the same title. It is originally a webtoon series which has been officially published in book format by D&C Media (디앤씨미디어) since September 26, 2019. The series has been published digitally in English by Tappytoon since June 4, 2020, and in print by Yen Press since March 2, 2021. It has also been published in French by Delcourt since April 7, 2021.",https://cdn.myanimelist.net/images/manga/3/222295l.jpg,https://myanimelist.net/manga/121496/Solo_Leveling,Solo Leveling
14,Death Note,8.7,205850,finished,12/1/2003,355465,30081,2007-07-17 20:14:45+00:00,2022-04-18 04:39:14+00:00,"['Supernatural', 'Suspense']","[{'id': 1888, 'first_name': 'Takeshi', 'last_name': 'Obata', 'role': 'Art'}, {'id': 2111, 'first_name': 'Tsugumi', 'last_name': 'Ohba', 'role': 'Story'}]",['Shounen Jump (Weekly)'],"Ryuk, a god of death, drops his Death Note into the human world for personal pleasure. In Japan, prodigious high school student Light Yagami stumbles upon it. Inside the notebook, he finds a chilling message: those whose names are written in it shall die. Its nonsensical nature amuses Light; but when he tests its power by writing the name of a criminal in it, they suddenly meet their demise. 

Realizing the Death Note's vast potential, Light commences a series of nefarious murders under the pseudonym ""Kira,"" vowing to cleanse the world of corrupt individuals and create a perfect society where crime ceases to exist. However, the police quickly catch on, and they enlist the help of L—a mastermind detective—to uncover the culprit.

Death Note tells the thrilling tale of Light and L as they clash in a great battle-of-minds, one that will determine the future of the world.

[Written by MAL Rewrite]","Death Note has inspired three live-action films, a TV drama series as well as a stage musical. The series has also inspired numerous copycat crimes outside of Japan. The manga was published in English by VIZ Media under the Shonen Jump Advanced imprint from October 10, 2005 and July 3, 2007 and again in 2-in-1 omnibuses (subtitled Black edition) from December 28, 2010 to November 1, 2011. There have been several more rereleases of the series: a special hardcover edition of the first volume on September 16, 2008, a complete box set on October 7, 2008, which included a guidebook titled Death Note 13: How to Read, and a complete omnibus on September 5, 2017. It was also published in Italy by Planet Manga from November 2006 to September 2008; in Brazil by JBC from June 2007 to August 2008, and again in 2-in-1 edition (Black Edition) from June 2013 to December 2013; in Argentina by LARP Editores from May 20, 2009 to April 2012; and in Spanish by Glénat España from June 30, 2006 to Septmber 30, 2007. Norma Editorial republished the series in Spanish as the Black edition from April 11 to September 27, 2013.",https://cdn.myanimelist.net/images/manga/1/258245l.jpg,https://myanimelist.net/manga/21/Death_Note,Death Note
15,Haikyuu!!,8.84,89090,finished,2/20/2012,187357,16347,2012-03-09 09:27:52+00:00,2022-04-24 17:16:37+00:00,"['Award Winning', 'Sports']","[{'id': 8260, 'first_name': 'Haruichi', 'last_name': 'Furudate', 'role': 'Story & Art'}]",['Shounen Jump (Weekly)'],"The whistle blows. The ball is up. A dig. A set. A spike.

Volleyball. A sport where two teams face off, separated by a formidable, wall-like net.

The ""Little Giant,"" standing at only 170 cm, overcomes the towering net and the wall of blockers. The awe-inspired Shouyou Hinata looks on at the ace's crow-like figure. Determined to reach great heights like the Little Giant, small-statured Hinata finally manages to form a team in his last year of junior high school, and enters his first volleyball tournament. However, his team is utterly defeated in their first game against the powerhouse school Kitagawa Daiichi, led by the genius, but oppressive setter dubbed the ""King of the Court,"" Tobio Kageyama.

Hinata enrolls into Karasuno High School seeking  to take revenge against Kageyama in an official high school match and to follow in the Little Giant's footsteps—but his plans are ruined when he opens the gymnasium door to find Kageyama as one of his teammates.

Now, Hinata must establish himself on the team and work alongside the problematic Kageyama to overcome his shortcomings and to fulfill his dream of making it to the top of the high school volleyball world.

[Written by MAL Rewrite]

Included one-shot:
Volume 14: Nisekyuu!!","Haikyuu!! won the 61st Shogakukan Manga Award for the shounen category in 2015. The series has been published in English by VIZ Media under the Shonen Jump imprint since July 5, 2016. It is planned to be released in one month intervals so that it can catch up to the Japanese releases sooner.",https://cdn.myanimelist.net/images/manga/2/258225l.jpg,https://myanimelist.net/manga/35243/Haikyuu,Haikyu!!
16,20th Century Boys,8.94,66959,finished,9/27/1999,194538,15619,2007-07-17 20:14:45+00:00,2022-05-19 18:49:27+00:00,"['Award Winning', 'Drama', 'Mystery', 'Sci-Fi']","[{'id': 1867, 'first_name': 'Naoki', 'last_name': 'Urasawa', 'role': 'Story & Art'}]",['Big Comic Spirits'],"As the 20th century approaches its end, people all over the world are anxious that the world is changing. And probably not for the better.

Kenji Endo is a normal convenience store manager who's just trying to get by. But when he learns that one of his old friends going by the name ""Donkey"" has suddenly committed suicide, and that a new cult led by a figure known as ""Friend"" is becoming more notorious, Kenji starts to feel that something isn't right. With a few key clues left behind by his deceased friend, Kenji realizes that this cult is much more than he ever thought it would be—not only is this mysterious organization directly targeting him and his childhood friends, but the whole world also faces a grave danger that only the friends have the key to stop.

Kenji's simple life of barely making ends meet is flipped upside down when he reunites with his childhood friends, and together they must figure out the truth of how their past is connected to the cult, as the turn of the century could mean the possible end of the world.

[Written by MAL Rewrite]","20th Century Boys won the Kodansha Manga Award in the general category in 2001, an Excellence Prize at the Japan Media Arts Festival in 2002, and the Shogakukan Manga Award in the general category in 2003. The series' combined storyline won the Grand Prize at the 37th Japan Cartoonist Awards on May 9, 2008. VIZ Media published the series in English under the VIZ Signature imprint from February 17, 2009 to September 18, 2012. VIZ Media licensed the series in 2005; however, at Urasawa's request, it was rescheduled for release after Monster finished its English publication due to a change in art style over time. The series has also been published in Brazilian Portuguese by Panini Comics/Planet Manga since September 2012. The series was adapted into a trilogy of live-action films which released in Japan between August 30, 2008 and August 29, 2009.",https://cdn.myanimelist.net/images/manga/5/260006l.jpg,https://myanimelist.net/manga/3/20th_Century_Boys,20th Century Boys
17,Slam Dunk,9.06,60567,finished,9/18/1990,134233,12981,2007-07-17 20:14:45+00:00,2022-04-19 07:21:47+00:00,"['Award Winning', 'Sports']","[{'id': 1911, 'first_name': 'Takehiko', 'last_name': 'Inoue', 'role': 'Story & Art'}]",['Shounen Jump (Weekly)'],"Hanamichi Sakuragi, a tall, boisterous teenager with flame-red hair and physical strength beyond his years, is eager to put an end to his rejection streak of 50 and finally score a girlfriend as he begins his first year of Shohoku High. However, his reputation for delinquency and destructiveness precedes him, and most of his fellow students subsequently avoid him like the plague. As his first day of school ends, he is left with two strong thoughts: ""I hate basketball"" and ""I need a girlfriend.""

Haruko Akagi, ignorant of Hanamichi's history of misbehavior, notices his immense height and unwittingly approaches him, asking whether or not he likes basketball. Overcome by the fact that a girl is speaking to him, the red-haired giant blurts out a yes despite his true feelings. At the gym, Haruko asks if he can do a slam dunk. Though a complete novice, Hanamachi palms the ball and makes the leap...but overshoots, slamming his head into the backboard. Amazed by his near-inhuman physical abilities, Haruko quickly notifies the school's basketball captain of his feat. With this, Hanamichi is unexpectedly thrust into a world of competition for a girl he barely knows, but he soon discovers that there is perhaps more to basketball than he once thought.

[Written by MAL Rewrite]","Slam Dunk was awarded the 40th Shogakukan Manga Award for best shounen manga in 1994. In a 2006 poll for the 10th Japan Media Arts Festival, the series was voted by Japanese fans as the #1 manga series of all time. With over 120 million copies sold as of 2012, it is one of the most successful manga series to date. Its wide success led to a large increase in the popularity of basketball in Japanese youth. In 2010, Takehiko Inoue received special commendations from the Japan Basketball Association for popularizing basketball in Japan. The series was published in English by Gutsoon! Entertainment under the Raijin Comics Imprint for five volumes from July 2, 2003 to May 5, 2004. After Gutsoon's shutdown, publishing rights to Slam Dunk were purchased by VIZ Media who then republished the series under the Shonen Jump imprint from September 2, 2008 to December 3, 2013. It was published in Spanish by Ivrea España from February 2003 to September 2005 and republished in Kanzenban from January 2010 to May 2016.",https://cdn.myanimelist.net/images/manga/2/258749l.jpg,https://myanimelist.net/manga/51/Slam_Dunk,Slam Dunk
18,Hunter x Hunter,8.7,105659,on_hiatus,3/3/1998,228965,20366,2007-07-17 20:14:45+00:00,2022-04-18 02:01:06+00:00,"['Action', 'Adventure', 'Fantasy']","[{'id': 1893, 'first_name': 'Yoshihiro', 'last_name': 'Togashi', 'role': 'Story & Art'}]",['Shounen Jump (Weekly)'],"""Secret treasure hoards, undiscovered wealth... mystical places, unexplored frontiers... 'The mysterious unknown.' There's magic in such words for those captivated by its spell. They are called 'Hunters'!""

Gon Freecss wants to become a Hunter so he can find his father, a man who abandoned him to pursue a life of adventure. But it's not that simple: only one in one hundred thousand can pass the Hunter Exam, and that is just the first obstacle on his journey. During the Hunter Exam, Gon befriends many other potential Hunters, such as the mysterious Killua; the revenge-driven Kurapika; and Leorio, who aims to become a doctor. There's a world of adventure and peril awaiting, and those who embrace it with open arms can become the greatest Hunters of them all!

[Written by MAL Rewrite]","Hunter x Hunter has been published in English by VIZ Media under the Shonen Jump Advanced imprint since April 5, 2005; in Brazilian Portuguese by Jbc since January 2008; in Spanish by Panini Comics since October 2012; and in Italian by Panini Comics. The series has been serialized irregularly since 2006 due to Yoshihiro Togashi's health problems.",https://cdn.myanimelist.net/images/manga/2/253119l.jpg,https://myanimelist.net/manga/26/Hunter_x_Hunter,Hunter x Hunter
19,Grand Blue,9.03,55772,currently_publishing,4/7/2014,148627,15107,2014-04-09 23:11:57+00:00,2022-07-18 22:19:10+00:00,['Comedy'],"[{'id': 7108, 'first_name': 'Kenji', 'last_name': 'Inoue', 'role': 'Story'}, {'id': 16441, 'first_name': 'Kimitake', 'last_name': 'Yoshioka', 'role': 'Art'}]",['good! Afternoon'],"Among the seaside town of Izu's ocean waves and rays of shining sun, Iori Kitahara is just beginning his freshman year at Izu University. As he moves into his uncle's scuba diving shop, Grand Blue, he eagerly anticipates his dream college life, filled with beautiful girls and good friends.

But things don't exactly go according to plan. Upon entering the shop, he encounters a group of rowdy, naked upperclassmen, who immediately coerce him into participating in their alcoholic activities. Though unwilling at first, Iori quickly gives in and becomes the heart and soul of the party. Unfortunately, this earns him the scorn of his cousin, Chisa Kotegawa, who walks in at precisely the wrong time. Undeterred, Iori still vows to realize his ideal college life, but will things go according to plan this time, or will his situation take yet another dive?

[Written by MAL Rewrite]","Grand Blue has been published digitally in English as Grand Blue Dreaming by Kodansha Comics USA since September 12, 2017. It has also been published in French by Meian since February 24, 2021.",https://cdn.myanimelist.net/images/manga/2/166124l.jpg,https://myanimelist.net/manga/70345/Grand_Blue,Grand Blue Dreaming
20,"Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de.",8.8,67320,finished,8/10/2016,126951,11061,2016-08-11 04:30:56+00:00,2022-05-19 19:09:14+00:00,['Drama'],"[{'id': 17059, 'first_name': 'Shouichi', 'last_name': 'Taguchi', 'role': 'Art'}, {'id': 41857, 'first_name': 'Sugaru', 'last_name': 'Miaki', 'role': 'Story'}]",['Shounen Jump+'],"Helpless and struggling for cash, 20-year-old Kusunoki sells the last of his possessions to buy food. Noticing his poverty, an old shop owner directs him to a store that supposedly purchases lifespan, time, and health. While not completely believing the man's words, Kusunoki nevertheless finds himself at the address out of desperation and curiosity.

Kusunoki is crushed when he finds out the true monetary value of his lifespan—totaling a meager three hundred thousand yen. Deciding to sell the next 30 years of his life for ten thousand yen per year, Kusunoki is left with only three months to live. After heading home with the money, he is greeted by an unexpected visitor: the same store clerk he sold his lifespan to. She introduces herself as Miyagi, the one tasked with the job of observing him until the last three days of his life.

Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de. follows the remaining three months of Kusunoki's life as he confronts lingering regrets from the past and discovers what truly gives life value.

[Written by MAL Rewrite]",The series is based on the novel Mikkakan no Koufuku (三日間の幸福) by Sugaru Miaki.,https://cdn.myanimelist.net/images/manga/5/260043l.jpg,https://myanimelist.net/manga/100448/Jumyou_wo_Kaitotte_Moratta_Ichinen_ni_Tsuki_Ichimanen_de,I sold my life for ten thousand yen per year.
21,Spy x Family,8.68,98225,currently_publishing,3/25/2019,242535,19074,2019-03-28 03:04:32+00:00,2022-04-18 04:56:18+00:00,"['Action', 'Comedy']","[{'id': 3543, 'first_name': 'Tatsuya', 'last_name': 'Endou', 'role': 'Story & Art'}]",['Shounen Jump+'],"For the agent known as ""Twilight,"" no order is too tall if it is for the sake of peace. Operating as Westalis' master spy, Twilight works tirelessly to prevent extremists from sparking a war with neighboring country Ostania. For his latest mission, he must investigate Ostanian politician Donovan Desmond by infiltrating his son's school: the prestigious Eden Academy. Thus, the agent faces the most difficult task of his career: get married, have a child, and play family.

Twilight, or ""Loid Forger,"" quickly adopts the unassuming orphan Anya to play the role of a six-year-old daughter and prospective Eden Academy student. For a wife, he comes across Yor Briar, an absent-minded office worker who needs a pretend partner of her own to impress her friends. However, Loid is not the only one with a hidden nature. Yor moonlights as the lethal assassin ""Thorn Princess."" For her, marrying Loid creates the perfect cover. Meanwhile, Anya is not the ordinary girl she appears to be; she is an esper, the product of secret experiments that allow her to read minds. Although she uncovers their true identities, Anya is thrilled that her new parents are cool secret agents! She would never tell them, of course. That would ruin the fun.

Under the guise of ""The Forgers,"" the spy, the assassin, and the esper must act as a family while carrying out their own agendas. Although these liars and misfits are only playing parts, they soon find that family is about far more than blood relations.

[Written by MAL Rewrite]","Spy x Family is simulpub in English through MANGA Plus service. It has been published physically in English by Viz Media since June 2, 2020.",https://cdn.myanimelist.net/images/manga/3/219741l.jpg,https://myanimelist.net/manga/119161/Spy_x_Family,Spy x Family
22,Shingeki no Kyojin,8.57,363368,finished,9/9/2009,590241,66931,2010-12-01 22:08:06+00:00,2022-04-18 05:10:58+00:00,"['Action', 'Award Winning', 'Drama']","[{'id': 11705, 'first_name': 'Hajime', 'last_name': 'Isayama', 'role': 'Story & Art'}]",['Bessatsu Shounen Magazine'],"Hundreds of years ago, horrifying creatures which resembled humans appeared. These mindless, towering giants, called ""Titans,"" proved to be an existential threat, as they preyed on whatever humans they could find in order to satisfy a seemingly unending appetite. Unable to effectively combat the Titans, mankind was forced to barricade themselves within large walls surrounding what may very well be humanity's last safe haven in the world.

In the present day, life within the walls has finally found peace, since the residents have not dealt with Titans for many years. Eren Yeager, Mikasa Ackerman, and Armin Arlert are three young children who dream of experiencing all that the world has to offer, having grown up hearing stories of the wonders beyond the walls. But when the state of tranquility is suddenly shattered by the attack of a massive 60-meter Titan, they quickly learn just how cruel the world can be. On that day, Eren makes a promise to himself that he will do whatever it takes to eradicate every single Titan off the face of the Earth, with the hope that one day, humanity will once again be able to live outside the walls without fear.

[Written by MAL Rewrite]","Shingeki no Kyojin won the Kodansha Manga Award in the shounen category in 2011 and was nominated for both the 16th and 18th annual Tezuka Osamu Cultural Prize as well as the 4th Manga Taishou Award. The series was the second highest selling manga series of 2013, with 15,933,801 copies sold. It has received several spin-off series—both manga and novel; two guidebooks titled Inside and Outside were released on April 9 and September 9, 2013, featuring concept art, character profiles and interviews, which were combined into one and published by Kodansha USA on September 16, 2014; a drama CD created with the anime's staff was included in the January 2014 issue of the magazine; and a two-part live-action film directed by Shinji Higuchi was released in Japanese theaters on August 1 and September 15, 2015 respectively. Shingeki no Kyojin has been published in English as Attack on Titan by Kodansha Comics USA since June 19, 2012 and in large-size 5-in-1 omnibus editions (subtitled Colossal Edition) since May 27, 2014. Kodansha USA's English release won the 2014 Harvey Award for Best American Edition of Foreign Material. Crunchyroll simulpublishes the manga digitally. The manga has also been published in French by Pika Édition, in Italian by Planet Manga, in German by Carlsen Comics, in Spanish by Norma Editorial in Spain and by Ovni Press in Argentina, in Portuguese by Panini Comics, in Polish by Japonica Polonica Fantastica, in Chinese by Tong Li Publishing Co., Ltd., in Filipino by VIVA-PSICOM Publishing Corporation, in Finnish by Sangatsu Manga, in Russian by Azbooka, and in Turkish by GEREKLİ ŞEYLER Büyük Mavi Yayıncılık Ltd. Şti.",https://cdn.myanimelist.net/images/manga/2/37846l.jpg,https://myanimelist.net/manga/23390/Shingeki_no_Kyojin,Attack on Titan
